title|subtitle|description|issued|url|file
Thistle 1906 page 37|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_37.jpg|thistle_1906_page_37.jpg
Thistle 1906 page 38|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_38.jpg|thistle_1906_page_38.jpg
Thistle 1906 page 39|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_39.jpg|thistle_1906_page_39.jpg
Thistle 1906 page 40|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_40.jpg|thistle_1906_page_40.jpg
Thistle 1906 page 41|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_41.jpg|thistle_1906_page_41.jpg
Thistle 1906 page 42|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_42.jpg|thistle_1906_page_42.jpg
Thistle 1906 page 43|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_43.jpg|thistle_1906_page_43.jpg
Thistle 1906 page 44|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_44.jpg|thistle_1906_page_44.jpg
Thistle 1906 page 45|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_45.jpg|thistle_1906_page_45.jpg
Thistle 1906 page 46|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_46.jpg|thistle_1906_page_46.jpg
Thistle 1906 page 47|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_47.jpg|thistle_1906_page_47.jpg
Thistle 1906 page 48|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_48.jpg|thistle_1906_page_48.jpg
Thistle 1906 page 49|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_49.jpg|thistle_1906_page_49.jpg
Thistle 1906 page 50|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_50.jpg|thistle_1906_page_50.jpg
Thistle 1906 page 51|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_51.jpg|thistle_1906_page_51.jpg
Thistle 1906 page 52|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_52.jpg|thistle_1906_page_52.jpg
Thistle 1906 page 53|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_53.jpg|thistle_1906_page_53.jpg
Thistle 1906 page 54|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_54.jpg|thistle_1906_page_54.jpg
Thistle 1906 page 55|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_55.jpg|thistle_1906_page_55.jpg
Thistle 1906 page 56|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_56.jpg|thistle_1906_page_56.jpg
Thistle 1906 page 57|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_57.jpg|thistle_1906_page_57.jpg
Thistle 1906 page 58|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_58.jpg|thistle_1906_page_58.jpg
Thistle 1906 page 59|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_59.jpg|thistle_1906_page_59.jpg
Thistle 1906 page 60|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_60.jpg|thistle_1906_page_60.jpg
Thistle 1906 page 61|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_61.jpg|thistle_1906_page_61.jpg
Thistle 1906 page 62|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_62.jpg|thistle_1906_page_62.jpg
Thistle 1906 page 63|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_63.jpg|thistle_1906_page_63.jpg
Thistle 1906 page 64|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_64.jpg|thistle_1906_page_64.jpg
Thistle 1906 page 65|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_65.jpg|thistle_1906_page_65.jpg
Thistle 1906 page 66|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_66.jpg|thistle_1906_page_66.jpg
Thistle 1906 page 67|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_67.jpg|thistle_1906_page_67.jpg
Thistle 1906 page 68|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_68.jpg|thistle_1906_page_68.jpg
Thistle 1906 page 69|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_69.jpg|thistle_1906_page_69.jpg
Thistle 1906 page 70|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_70.jpg|thistle_1906_page_70.jpg
Thistle 1906 page 71|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_71.jpg|thistle_1906_page_71.jpg
Thistle 1906 page 72|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_72.jpg|thistle_1906_page_72.jpg
Thistle 1906 page 73|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_73.jpg|thistle_1906_page_73.jpg
Thistle 1906 page 74|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_74.jpg|thistle_1906_page_74.jpg
Thistle 1906 page 75|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_75.jpg|thistle_1906_page_75.jpg
Thistle 1906 page 76|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_76.jpg|thistle_1906_page_76.jpg
Thistle 1906 page 77|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_77.jpg|thistle_1906_page_77.jpg
Thistle 1906 page 78|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_78.jpg|thistle_1906_page_78.jpg
Thistle 1906 page 79|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_79.jpg|thistle_1906_page_79.jpg
Thistle 1906 page 80|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_80.jpg|thistle_1906_page_80.jpg
Thistle 1906 page 81|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_81.jpg|thistle_1906_page_81.jpg
Thistle 1906 page 82|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_82.jpg|thistle_1906_page_82.jpg
Thistle 1906 page 83|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_83.jpg|thistle_1906_page_83.jpg
Thistle 1906 page 84|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_84.jpg|thistle_1906_page_84.jpg
Thistle 1906 page 85|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_85.jpg|thistle_1906_page_85.jpg
Thistle 1906 page 86|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_86.jpg|thistle_1906_page_86.jpg
Thistle 1906 page 87|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_87.jpg|thistle_1906_page_87.jpg
Thistle 1906 page 88|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_88.jpg|thistle_1906_page_88.jpg
Thistle 1906 page 89|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_89.jpg|thistle_1906_page_89.jpg
Thistle 1906 page 90|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_90.jpg|thistle_1906_page_90.jpg
Thistle 1906 page 91|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_91.jpg|thistle_1906_page_91.jpg
Thistle 1906 page 92|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_92.jpg|thistle_1906_page_92.jpg
Thistle 1906 page 93|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_93.jpg|thistle_1906_page_93.jpg
Thistle 1906 page 94|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_94.jpg|thistle_1906_page_94.jpg
Thistle 1906 page 95|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_95.jpg|thistle_1906_page_95.jpg
Thistle 1906 page 96|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_96.jpg|thistle_1906_page_96.jpg
Thistle 1906 page 97|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_97.jpg|thistle_1906_page_97.jpg
Thistle 1906 page 98|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_98.jpg|thistle_1906_page_98.jpg
Thistle 1906 page 99|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_99.jpg|thistle_1906_page_99.jpg
Thistle 1906 page 100|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_100.jpg|thistle_1906_page_100.jpg
Thistle 1906 page 101|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_101.jpg|thistle_1906_page_101.jpg
Thistle 1906 page 102|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_102.jpg|thistle_1906_page_102.jpg
Thistle 1906 page 103|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_103.jpg|thistle_1906_page_103.jpg
Thistle 1906 page 104|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_104.jpg|thistle_1906_page_104.jpg
Thistle 1906 page 105|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_105.jpg|thistle_1906_page_105.jpg
Thistle 1906 page 106|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_106.jpg|thistle_1906_page_106.jpg
Thistle 1906 page 107|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_107.jpg|thistle_1906_page_107.jpg
Thistle 1906 page 108|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_108.jpg|thistle_1906_page_108.jpg
Thistle 1906 page 109|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_109.jpg|thistle_1906_page_109.jpg
Thistle 1906 page 110|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_110.jpg|thistle_1906_page_110.jpg
Thistle 1906 page 111|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_111.jpg|thistle_1906_page_111.jpg
Thistle 1906 page 112|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_112.jpg|thistle_1906_page_112.jpg
Thistle 1906 page 113|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_113.jpg|thistle_1906_page_113.jpg
Thistle 1906 page 114|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_114.jpg|thistle_1906_page_114.jpg
Thistle 1906 page 115|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_115.jpg|thistle_1906_page_115.jpg
Thistle 1906 page 116|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_116.jpg|thistle_1906_page_116.jpg
Thistle 1906 page 117|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_117.jpg|thistle_1906_page_117.jpg
Thistle 1906 page 118|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_118.jpg|thistle_1906_page_118.jpg
Thistle 1906 page 119|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_119.jpg|thistle_1906_page_119.jpg
Thistle 1906 page 120|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_120.jpg|thistle_1906_page_120.jpg
Thistle 1906 page 121|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_121.jpg|thistle_1906_page_121.jpg
Thistle 1906 page 122|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_122.jpg|thistle_1906_page_122.jpg
Thistle 1906 page 123|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_123.jpg|thistle_1906_page_123.jpg
Thistle 1906 page 124|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_124.jpg|thistle_1906_page_124.jpg
Thistle 1906 page 125|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_125.jpg|thistle_1906_page_125.jpg
Thistle 1906 page 126|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_126.jpg|thistle_1906_page_126.jpg
Thistle 1906 page 127|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_127.jpg|thistle_1906_page_127.jpg
Thistle 1906 page 128|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_128.jpg|thistle_1906_page_128.jpg
Thistle 1906 page 129|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_129.jpg|thistle_1906_page_129.jpg
Thistle 1906 page 130|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_130.jpg|thistle_1906_page_130.jpg
Thistle 1906 page 131|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_131.jpg|thistle_1906_page_131.jpg
Thistle 1906 page 132|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_132.jpg|thistle_1906_page_132.jpg
Thistle 1906 page 133|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_133.jpg|thistle_1906_page_133.jpg
Thistle 1906 page 134|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_134.jpg|thistle_1906_page_134.jpg
Thistle 1906 page 135|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_135.jpg|thistle_1906_page_135.jpg
Thistle 1906 page 136|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_136.jpg|thistle_1906_page_136.jpg
Thistle 1906 page 137|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_137.jpg|thistle_1906_page_137.jpg
Thistle 1906 page 138|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_138.jpg|thistle_1906_page_138.jpg
Thistle 1906 page 139|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_139.jpg|thistle_1906_page_139.jpg
Thistle 1906 page 140|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_140.jpg|thistle_1906_page_140.jpg
Thistle 1906 page 141|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_141.jpg|thistle_1906_page_141.jpg
Thistle 1906 page 142|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_142.jpg|thistle_1906_page_142.jpg
Thistle 1906 page 143|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_143.jpg|thistle_1906_page_143.jpg
Thistle 1906 page 144|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_144.jpg|thistle_1906_page_144.jpg
Thistle 1906 page 145|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_145.jpg|thistle_1906_page_145.jpg
Thistle 1906 page 146|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_146.jpg|thistle_1906_page_146.jpg
Thistle 1906 page 147|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_147.jpg|thistle_1906_page_147.jpg
Thistle 1906 page 148|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_148.jpg|thistle_1906_page_148.jpg
Thistle 1906 page 149|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_149.jpg|thistle_1906_page_149.jpg
Thistle 1906 page 150|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_150.jpg|thistle_1906_page_150.jpg
Thistle 1906 page 151|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_151.jpg|thistle_1906_page_151.jpg
Thistle 1906 page 152|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_152.jpg|thistle_1906_page_152.jpg
Thistle 1906 page 153|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_153.jpg|thistle_1906_page_153.jpg
Thistle 1906 page 154|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_154.jpg|thistle_1906_page_154.jpg
Thistle 1906 page 155|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_155.jpg|thistle_1906_page_155.jpg
Thistle 1906 page 156|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_156.jpg|thistle_1906_page_156.jpg
Thistle 1906 page 157|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_157.jpg|thistle_1906_page_157.jpg
Thistle 1906 page 158|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_158.jpg|thistle_1906_page_158.jpg
Thistle 1906 page 159|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_159.jpg|thistle_1906_page_159.jpg
Thistle 1906 page 160|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_160.jpg|thistle_1906_page_160.jpg
Thistle 1906 page 161|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_161.jpg|thistle_1906_page_161.jpg
Thistle 1906 page 162|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_162.jpg|thistle_1906_page_162.jpg
Thistle 1906 page 163|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_163.jpg|thistle_1906_page_163.jpg
Thistle 1906 page 164|||1906-01-01T00:00:00|http://islandora-file-staging.library.cmu.edu/thistle/images/1906/thistle_1906_page_164.jpg|thistle_1906_page_164.jpg
